FID,primaryindex,state_code_2021,state_name_2021,lga_code_2021,lga_name_2021,erp_2001,erp_2002,growth_02,erp_2003,growth_03,erp_2004,growth_04,erp_2005,growth_05,erp_2006,growth_06,erp_2007,growth_07,erp_2008,growth_08,erp_2009,growth_09,erp_2010,growth_10,erp_2011,growth_11,erp_2012,growth_12,erp_2013,growth_13,erp_2014,growth_14,erp_2015,growth_15,erp_2016,growth_16,erp_2017,growth_17,erp_2018,growth_18,erp_2019,growth_19,erp_2020,growth_20,erp_2021,growth_21,erp_change_number_2020_21,erp_change_per_cent_2020_21,area_km2,pop_density_2021_people_per_km2,births_2016_17,deaths_2016_17,natural_increase_2016_17,internal_arrivals_2016_17,internal_departures_2016_17,net_internal_migration_2016_17,overseas_arrivals_2016_17,overseas_departures_2016_17,net_overseas_migration_2016_17,births_2017_18,deaths_2017_18,natural_increase_2017_18,internal_arrivals_2017_18,internal_departures_2017_18,net_internal_migration_2017_18,overseas_arrivals_2017_18,overseas_departures_2017_18,net_overseas_migration_2017_18,births_2018_19,deaths_2018_19,natural_increase_2018_19,internal_arrivals_2018_19,internal_departures_2018_19,net_internal_migration_2018_19,overseas_arrivals_2018_19,overseas_departures_2018_19,net_overseas_migration_2018_19,births_2019_20,deaths_2019_20,natural_increase_2019_20,internal_arrivals_2019_20,internal_departures_2019_20,net_internal_migration_2019_20,overseas_arrivals_2019_20,overseas_departures_2019_20,net_overseas_migration_2019_20,births_2020_21,deaths_2020_21,natural_increase_2020_21,internal_arrivals_2020_21,internal_departures_2020_21,net_internal_migration_2020_21,overseas_arrivals_2020_21,overseas_departures_2020_21,net_overseas_migration_2020_21
abs_regional_population_lga_2001_2021.403,403,5,Western Australia,53010,Dumbleyung,753,738,-1.99203,716,-2.98102981,702,-1.955307263,691,-1.566951567,677,-2.026049204,651,-3.840472674,649,-0.307219662,637,-1.848998459,626,-1.726844584,626,0,641,2.396166134,653,1.872074883,653,0,663,1.531393568,684,3.167420814,679,-0.730994152,676,-0.441826215,665,-1.627218935,674,1.353383459,666,-1.18694362,-8,-1.18690002,2539.224854,0.26230001,16,7,9,28,43,-15,6,5,1,12,3,9,35,49,-14,6,4,2,8,3,5,33,52,-19,6,3,3,10,4,6,33,33,0,6,3,3,8,5,3,26,36,-10,1,2,-1
abs_regional_population_lga_2001_2021.404,404,5,Western Australia,53080,Dundas,1262,1240,-1.74326,1223,-1.370967742,1182,-3.352412101,1155,-2.284263959,1127,-2.424242424,1119,-0.709849157,1149,2.680965147,1162,1.131418625,1160,-0.17211704,1184,2.068965517,1134,-4.222972973,1069,-5.731922399,979,-8.419083255,894,-8.682328907,788,-11.85682327,762,-3.299492386,735,-3.543307087,715,-2.721088435,711,-0.559440559,715,0.562587904,4,0.56260002,92886.36719,0.0077,8,9,-1,75,102,-27,9,7,2,6,4,2,71,103,-32,9,6,3,6,5,1,73,98,-25,10,6,4,5,10,-5,86,91,-5,10,4,6,9,5,4,70,69,1,2,3,-1
abs_regional_population_lga_2001_2021.405,405,5,Western Australia,53150,East Fremantle,6787,6907,1.76809,6971,0.926596207,6984,0.186486874,6985,0.014318442,7074,1.274158912,7098,0.339270568,7154,0.788954635,7244,1.258037462,7270,0.358917725,7443,2.379642366,7602,2.136235389,7740,1.81531176,7769,0.374677003,7731,-0.489123439,7680,-0.659681801,7770,1.171875,7809,0.501930502,7841,0.409783583,7910,0.879989797,7893,-0.214917826,-17,-0.2149,3.13840008,2514.97583,66,53,13,719,664,55,120,98,22,71,57,14,765,759,6,108,89,19,73,58,15,757,772,-15,119,87,32,63,53,10,699,683,16,124,81,43,70,54,16,727,730,-3,31,61,-30
abs_regional_population_lga_2001_2021.406,406,5,Western Australia,53220,East Pilbara,5650,5909,4.58407,6171,4.433914368,6563,6.352292983,6998,6.628066433,7667,9.55987425,8510,10.99517412,9651,13.40775558,10753,11.41850585,11522,7.151492607,12257,6.379100851,12519,2.137554051,12570,0.407380781,12149,-3.349244232,11529,-5.103300683,10953,-4.996096799,11003,0.456495937,10968,-0.318095065,10933,-0.319110139,10922,-0.100612824,10868,-0.494414942,-54,-0.49439999,372295.6875,0.0292,106,13,93,569,637,-68,93,68,25,89,12,77,1028,1165,-137,84,59,25,122,19,103,1044,1220,-176,94,56,38,103,21,82,1039,1184,-145,97,45,52,104,23,81,1006,1133,-127,24,32,-8
abs_regional_population_lga_2001_2021.407,407,5,Western Australia,53290,Esperance,13369,13443,0.55352,13569,0.937290783,13669,0.736973985,13694,0.182895603,13644,-0.365123412,13585,-0.432424509,13603,0.13249908,13721,0.867455708,13799,0.568471686,13879,0.579752156,14182,2.183154406,14422,1.692285996,14624,1.400637914,14734,0.752188184,14527,-1.404913805,14420,-0.73655951,14279,-0.977808599,14227,-0.36417116,14180,-0.33035777,14174,-0.042313117,-6,-0.0423,44797.54688,0.31639999,177,81,96,765,985,-220,64,47,17,165,98,67,777,1002,-225,58,41,17,180,89,91,814,982,-168,63,38,25,149,89,60,775,918,-143,68,32,36,172,95,77,772,850,-78,17,22,-5
abs_regional_population_lga_2001_2021.408,408,5,Western Australia,53360,Exmouth,2315,2277,-1.64147,2282,0.219587176,2266,-0.701139351,2233,-1.45631068,2205,-1.253918495,2217,0.544217687,2255,1.714027966,2317,2.749445676,2364,2.02848511,2458,3.976311337,2569,4.515866558,2655,3.347606072,2717,2.335216573,2749,1.177769599,2788,1.418697708,2798,0.358680057,2835,1.322373124,2872,1.305114638,2936,2.228412256,2939,0.102179837,3,0.1022,6488.209473,0.45300001,33,8,25,135,162,-27,43,31,12,34,7,27,203,204,-1,39,28,11,34,11,23,236,239,-3,44,27,17,34,7,27,233,222,11,47,21,26,33,4,29,271,294,-23,12,15,-3
abs_regional_population_lga_2001_2021.409,409,5,Western Australia,53430,Fremantle,25769,26099,1.28061,26100,0.003831564,26101,0.003831418,26108,0.026818896,26124,0.061283898,26648,2.005818405,27148,1.876313419,27607,1.690732282,27957,1.2677944,28651,2.482383661,29562,3.17964469,30156,2.00933631,30361,0.679798382,30405,0.144922763,30310,-0.31244861,30620,1.022764764,30854,0.764206401,31107,0.819990925,31525,1.343748995,31901,1.192704203,376,1.19270003,19.28919983,1653.827026,388,258,130,2901,2885,16,672,508,164,352,275,77,3288,3291,-3,611,451,160,358,243,115,3394,3491,-97,664,429,235,344,248,96,3164,3179,-15,696,359,337,392,223,169,3495,3201,294,173,260,-87
abs_regional_population_lga_2001_2021.410,410,5,Western Australia,53570,Gingin,4274,4381,2.50351,4461,1.826067108,4504,0.963909437,4534,0.6660746,4577,0.948389943,4574,-0.065545117,4646,1.574114561,4768,2.625914765,4786,0.377516779,4822,0.752193899,4994,3.566984654,5267,5.466559872,5356,1.68976647,5351,-0.093353249,5325,-0.485890488,5305,-0.375586854,5255,-0.942507069,5277,0.418648906,5354,1.459162403,5419,1.214045573,65,1.21399999,3208.358398,1.68900001,50,30,20,276,349,-73,123,90,33,42,42,0,367,449,-82,111,79,32,44,26,18,386,429,-43,120,73,47,39,30,9,373,375,-2,127,57,70,32,39,-7,478,396,82,31,41,-10
abs_regional_population_lga_2001_2021.411,411,5,Western Australia,53640,Gnowangerup,1585,1554,-1.95584,1523,-1.994851995,1478,-2.954694682,1456,-1.48849797,1432,-1.648351648,1395,-2.583798883,1371,-1.720430108,1358,-0.948212983,1333,-1.840942563,1307,-1.950487622,1302,-0.382555471,1294,-0.614439324,1275,-1.468315301,1255,-1.568627451,1237,-1.434262948,1213,-1.94017785,1207,-0.494641385,1201,-0.497100249,1200,-0.083263947,1210,0.833333333,10,0.83329999,4265.04248,0.28369999,16,8,8,72,108,-36,12,8,4,21,9,12,95,116,-21,11,8,3,15,3,12,95,118,-23,12,7,5,19,7,12,87,108,-21,13,5,8,25,6,19,93,101,-8,3,4,-1
abs_regional_population_lga_2001_2021.412,412,5,Western Australia,53710,Goomalling,970,967,-0.30928,965,-0.206825233,967,0.207253886,961,-0.620475698,973,1.248699272,970,-0.308324769,981,1.134020619,1005,2.44648318,1019,1.393034826,1017,-0.196270854,1030,1.27826942,1038,0.776699029,1044,0.578034682,1050,0.574712644,1045,-0.476190476,1033,-1.148325359,1011,-2.129719264,1001,-0.989119683,991,-0.999000999,975,-1.614530777,-16,-1.61450005,1835.429443,0.53119999,10,9,1,24,38,-14,2,1,1,11,12,-1,43,65,-22,2,1,1,13,15,-2,45,54,-9,2,1,1,6,8,-2,42,51,-9,2,1,1,13,9,4,39,59,-20,1,1,0
abs_regional_population_lga_2001_2021.413,413,5,Western Australia,53780,Gosnells,83662,85337,2.00210,87585,2.634261809,90120,2.894331221,92600,2.751886374,94958,2.546436285,98035,3.240379957,101907,3.949609833,105782,3.802486581,109250,3.278440566,112435,2.915331808,116208,3.355716636,119381,2.73044885,120756,1.15177457,121720,0.798304018,122011,0.239073283,122847,0.685184123,123263,0.338632608,124193,0.754484314,125957,1.420369908,126459,0.398548711,502,0.3985,127.2975998,993.4122925,1970,610,1360,8695,10037,-1342,3018,2200,818,1820,579,1241,8573,10205,-1632,2738,1931,807,1747,633,1114,8948,10298,-1350,2979,1813,1166,1752,597,1155,8293,9378,-1085,3124,1430,1694,1694,616,1078,8470,8798,-328,772,1020,-248
abs_regional_population_lga_2001_2021.414,414,5,Western Australia,53800,Greater Geraldton,34019,34288,0.79073,34348,0.174988334,34454,0.308606032,35021,1.645672491,35736,2.041632164,35812,0.212670696,36731,2.566178934,37512,2.126269364,37860,0.927703135,38340,1.267828843,39084,1.940532081,39838,1.92917818,40114,0.692805864,39958,-0.388891659,39567,-0.978527454,39092,-1.200495362,38730,-0.926020669,38296,-1.120578363,38238,-0.151451849,38146,-0.240598358,-92,-0.2406,9909,3.84960008,561,284,277,2126,2946,-820,251,183,68,512,303,209,2314,2955,-641,230,160,70,516,348,168,2528,3229,-701,251,152,99,533,288,245,2329,2772,-443,261,121,140,562,304,258,2351,2680,-329,64,85,-21
abs_regional_population_lga_2001_2021.416,416,5,Western Australia,53990,Harvey,18526,18450,-0.41023,18351,-0.536585366,18754,2.19606561,19565,4.324410792,20450,4.523383593,20913,2.26405868,21819,4.332233539,22624,3.689444979,23230,2.678571429,23878,2.789496341,24839,4.024625178,25657,3.293208261,26186,2.061815489,26656,1.794852211,26890,0.87785114,27253,1.349944217,27793,1.981433237,27983,0.683625373,28304,1.14712504,28563,0.915065008,259,0.91509998,1727.607056,16.5333004,351,126,225,2060,1982,78,225,165,60,348,124,224,2252,1997,255,205,144,61,320,134,186,2180,2263,-83,223,136,87,329,138,191,1936,1933,3,234,107,127,349,160,189,2069,1981,88,58,76,-18
abs_regional_population_lga_2001_2021.417,417,5,Western Australia,54060,Irwin,3071,2976,-3.09345,2943,-1.108870968,2957,0.475705063,3143,6.290158945,3218,2.38625517,3281,1.957737725,3403,3.718378543,3509,3.114898619,3569,1.709888857,3672,2.885962454,3738,1.797385621,3749,0.294275013,3702,-1.253667645,3662,-1.080497029,3604,-1.583833971,3602,-0.055493896,3560,-1.166018878,3567,0.196629213,3594,0.756938604,3591,-0.083472454,-3,-0.0835,2369.329834,1.51559997,31,32,-1,186,189,-3,7,5,2,26,32,-6,224,262,-38,7,5,2,22,18,4,260,260,0,7,4,3,26,28,-2,273,248,25,7,3,4,27,27,0,260,263,-3,2,2,0
abs_regional_population_lga_2001_2021.418,418,5,Western Australia,54130,Jerramungup,1249,1247,-0.16013,1237,-0.801924619,1231,-0.485044462,1248,1.380991064,1186,-4.967948718,1148,-3.204047218,1121,-2.351916376,1107,-1.248884924,1101,-0.54200542,1091,-0.908265213,1102,1.008249313,1112,0.907441016,1120,0.71942446,1127,0.625,1127,0,1126,-0.088731145,1133,0.621669627,1127,-0.52956752,1130,0.266193434,1139,0.796460177,9,0.79650003,6511.180176,0.1749,16,3,13,85,101,-16,10,8,2,21,3,18,92,106,-14,10,7,3,17,8,9,84,103,-19,10,6,4,14,4,10,66,77,-11,10,6,4,19,4,15,71,77,-6,3,3,0
abs_regional_population_lga_2001_2021.419,419,5,Western Australia,54170,Joondalup,156410,156820,0.26213,157067,0.15750542,157218,0.096137317,156453,-0.486585505,156570,0.074782842,157225,0.418343233,158175,0.604229607,159156,0.620199147,160053,0.563597979,162205,1.344554616,163581,0.848309238,164414,0.509227844,163894,-0.31627477,162904,-0.604048958,160918,-1.219122919,160284,-0.393989485,159977,-0.191535025,159898,-0.049382099,160751,0.533465084,160579,-0.106997779,-172,-0.107,98.94200134,1622.960938,1738,748,990,8498,10775,-2277,2524,1871,653,1591,691,900,9225,11083,-1858,2295,1644,651,1621,743,878,9846,11747,-1901,2493,1549,944,1596,718,878,8880,10269,-1389,2615,1251,1364,1654,774,880,9671,10471,-800,647,899,-252
abs_regional_population_lga_2001_2021.420,420,5,Western Australia,54200,Kalamunda,48743,49063,0.65650,49419,0.725597701,49909,0.99152148,51052,2.290168106,51423,0.726710021,52560,2.211072866,53540,1.864535769,54487,1.768771012,55572,1.991300677,56492,1.655509969,57669,2.083480847,58622,1.652534291,59113,0.837569513,59298,0.312959924,59201,-0.163580559,59204,0.005067482,58932,-0.459428417,58977,0.076359194,59340,0.615494176,59435,0.160094371,95,0.1601,324.2958069,183.2740021,688,325,363,3506,4032,-526,614,448,166,640,333,307,3472,4216,-744,556,391,165,661,312,349,3662,4202,-540,605,369,236,628,320,308,3486,3776,-290,636,291,345,721,321,400,3606,3862,-256,158,207,-49
abs_regional_population_lga_2001_2021.421,421,5,Western Australia,54280,Kalgoorlie-Boulder,29771,29737,-0.11421,30052,1.059286411,29939,-0.376014907,29855,-0.280570493,30086,0.773739742,30250,0.545104035,30910,2.181818182,31474,1.824652216,31750,0.876914278,32208,1.442519685,32849,1.990188773,33267,1.272489269,32498,-2.311600084,31748,-2.307834328,30840,-2.860022679,30570,-0.875486381,29989,-1.900556101,29485,-1.680616226,29063,-1.431236222,28709,-1.218043561,-354,-1.21800005,95500.28906,0.30059999,599,152,447,2041,2866,-825,401,293,108,531,141,390,2152,3232,-1080,364,255,109,534,152,382,2434,3477,-1043,397,240,157,506,133,373,2009,3030,-1021,415,189,226,469,148,321,2118,2762,-644,104,135,-31
abs_regional_population_lga_2001_2021.422,422,5,Western Australia,54310,Karratha,15118,15987,5.74811,16998,6.323888159,17912,5.377103189,18864,5.314872711,20054,6.308312129,20587,2.657823876,21230,3.123330257,21996,3.608101743,22628,2.873249682,23634,4.445819339,24042,1.726326479,24432,1.622161218,23985,-1.82956778,23103,-3.677298311,22211,-3.860970437,22187,-0.108054568,22407,0.991571641,22731,1.445976704,23124,1.728916458,23243,0.514616848,119,0.51459998,15238.29297,1.52530003,411,34,377,2280,2765,-485,315,231,84,446,36,410,2306,2579,-273,285,202,83,416,39,377,2463,2639,-176,312,189,123,398,42,356,2366,2505,-139,326,150,176,454,42,412,2246,2513,-267,80,106,-26
abs_regional_population_lga_2001_2021.430,430,5,Western Australia,54830,Kwinana,21807,22045,1.09139,22403,1.623951009,22593,0.848100701,23053,2.036028858,23986,4.047195593,24960,4.060702076,26482,6.09775641,28047,5.909674496,29132,3.868506436,30697,5.37209941,32688,6.485975828,34707,6.176578561,36444,5.004754084,38153,4.689386456,40058,4.993054281,41849,4.471017025,43496,3.935577911,45118,3.729078536,46798,3.723569307,48212,3.021496645,1414,3.02150011,120.0122986,401.7254944,784,189,595,4349,3327,1022,649,475,174,822,184,638,4452,3620,832,592,415,177,791,186,605,4538,3772,766,642,391,251,818,186,632,4636,3951,685,673,310,363,806,228,578,4774,3886,888,167,219,-52
abs_regional_population_lga_2001_2021.423,423,5,Western Australia,54340,Katanning,4501,4492,-0.19996,4460,-0.71237756,4412,-1.076233184,4404,-0.181323663,4404,0,4366,-0.862851953,4315,-1.16811727,4293,-0.509849363,4285,-0.186349872,4290,0.116686114,4368,1.818181818,4403,0.801282051,4389,-0.317965024,4308,-1.845522898,4200,-2.506963788,4142,-1.380952381,4084,-1.400289715,4044,-0.979431929,4047,0.074183976,4024,-0.568322214,-23,-0.56830001,1518.185425,2.65050006,52,47,5,265,337,-72,31,22,9,46,34,12,314,393,-79,28,19,9,65,30,35,305,393,-88,31,18,13,52,41,11,326,351,-25,32,15,17,68,32,36,313,370,-57,8,10,-2
abs_regional_population_lga_2001_2021.424,424,5,Western Australia,54410,Kellerberrin,1221,1211,-0.81900,1212,0.082576383,1206,-0.495049505,1215,0.746268657,1230,1.234567901,1213,-1.382113821,1200,-1.071723001,1209,0.75,1207,-0.165425972,1211,0.331400166,1236,2.064409579,1251,1.213592233,1251,0,1249,-0.159872102,1242,-0.560448359,1221,-1.690821256,1207,-1.146601147,1195,-0.994200497,1185,-0.836820084,1180,-0.421940928,-5,-0.4219,1915.432983,0.616,11,27,-16,69,78,-9,12,8,4,13,19,-6,66,78,-12,11,7,4,12,18,-6,72,83,-11,12,7,5,12,17,-5,75,87,-12,12,5,7,11,24,-13,69,60,9,3,4,-1
abs_regional_population_lga_2001_2021.431,431,5,Western Australia,54900,Lake Grace,1615,1597,-1.11455,1582,-0.939261115,1563,-1.201011378,1548,-0.959692898,1530,-1.162790698,1467,-4.117647059,1428,-2.658486708,1415,-0.910364146,1407,-0.565371025,1405,-0.142146411,1399,-0.427046263,1374,-1.786990708,1329,-3.27510917,1306,-1.73062453,1300,-0.45941807,1291,-0.692307692,1281,-0.774593338,1264,-1.327088212,1287,1.819620253,1274,-1.01010101,-13,-1.01010001,11886.31934,0.1072,25,5,20,95,127,-32,11,8,3,19,13,6,88,106,-18,9,7,2,15,4,11,95,128,-33,12,7,5,30,8,22,65,70,-5,12,6,6,17,8,9,68,89,-21,3,4,-1
abs_regional_population_lga_2001_2021.425,425,5,Western Australia,54480,Kent,641,618,-3.58814,629,1.779935275,626,-0.476947536,596,-4.792332268,599,0.503355705,583,-2.671118531,568,-2.572898799,560,-1.408450704,529,-5.535714286,529,0,540,2.079395085,547,1.296296296,556,1.645338208,559,0.539568345,568,1.610017889,563,-0.88028169,562,-0.177619893,559,-0.533807829,559,0,564,0.894454383,5,0.89450002,5624.582031,0.1003,10,0,10,25,42,-17,6,4,2,7,0,7,42,52,-10,5,3,2,10,6,4,50,59,-9,5,3,2,8,0,8,52,62,-10,5,3,2,8,3,5,57,56,1,1,2,-1
abs_regional_population_lga_2001_2021.426,426,5,Western Australia,54550,Kojonup,2308,2291,-0.73657,2300,0.392841554,2288,-0.52173913,2260,-1.223776224,2272,0.530973451,2181,-4.00528169,2134,-2.154974782,2069,-3.045923149,2034,-1.691638473,2030,-0.196656834,2042,0.591133005,2044,0.097943193,2029,-0.733855186,2027,-0.098570724,2010,-0.838677849,2001,-0.447761194,1980,-1.049475262,1939,-2.070707071,1913,-1.34089737,1894,-0.993204391,-19,-0.9932,2930.992432,0.6462,24,18,6,59,78,-19,15,11,4,21,15,6,114,145,-31,14,10,4,25,17,8,98,154,-56,15,8,7,25,22,3,77,114,-37,16,8,8,22,20,2,103,123,-20,4,5,-1
abs_regional_population_lga_2001_2021.468,468,5,Western Australia,57700,Serpentine-Jarrahdale,11733,11931,1.68755,12200,2.254630794,12438,1.950819672,12913,3.818941952,13246,2.578796562,14055,6.107504152,15224,8.317324795,16487,8.296111403,17201,4.330684782,18495,7.522818441,20368,10.12706137,22011,8.06657502,23592,7.18277225,25499,8.083248559,27578,8.153260912,29355,6.443541954,30927,5.355135411,32574,5.325443787,33927,4.153619451,35087,3.419105727,1160,3.41910005,901.2053833,38.9333992,499,77,422,2825,1533,1292,235,172,63,567,97,470,3077,2040,1037,216,151,65,522,95,427,3201,2075,1126,235,141,94,517,112,405,2836,2021,815,246,113,133,539,98,441,2920,2181,739,60,80,-20
abs_regional_population_lga_2001_2021.469,469,5,Western Australia,57770,Shark Bay,926,925,-0.10799,921,-0.432432432,923,0.217155266,909,-1.516793066,906,-0.330033003,891,-1.655629139,886,-0.561167228,883,-0.338600451,883,0,887,0.453001133,914,3.043968433,936,2.407002188,948,1.282051282,965,1.793248945,963,-0.207253886,952,-1.142263759,946,-0.630252101,940,-0.634249471,960,2.127659574,962,0.208333333,2,0.20829999,24201.54883,0.0397,12,5,7,76,99,-23,16,11,5,12,6,6,69,86,-17,14,9,5,8,3,5,64,81,-17,15,9,6,10,6,4,84,76,8,15,7,8,10,11,-1,89,85,4,4,5,-1
abs_regional_population_lga_2001_2021.427,427,5,Western Australia,54620,Kondinin,1033,1030,-0.29042,1023,-0.67961165,1013,-0.977517107,1012,-0.098716683,1019,0.691699605,1013,-0.588812561,1025,1.184600197,1043,1.756097561,1060,1.62991371,1068,0.754716981,1033,-3.277153558,985,-4.646660213,918,-6.802030457,929,1.198257081,894,-3.767491927,880,-1.565995526,870,-1.136363636,858,-1.379310345,872,1.631701632,866,-0.688073394,-6,-0.68809998,7440.801758,0.1164,9,9,0,54,71,-17,8,5,3,9,6,3,53,68,-15,7,5,2,8,3,5,55,75,-20,8,5,3,10,3,7,71,69,2,9,4,5,9,8,1,75,81,-6,2,3,-1
abs_regional_population_lga_2001_2021.428,428,5,Western Australia,54690,Koorda,490,488,-0.40816,491,0.614754098,488,-0.610997963,477,-2.254098361,470,-1.467505241,454,-3.404255319,447,-1.54185022,448,0.223713647,450,0.446428571,448,-0.444444444,447,-0.223214286,446,-0.223713647,440,-1.34529148,437,-0.681818182,428,-2.059496568,420,-1.869158879,408,-2.857142857,406,-0.490196078,402,-0.985221675,397,-1.243781095,-5,-1.24380004,2832.312988,0.1402,8,3,5,7,20,-13,1,1,0,5,4,1,13,27,-14,1,0,1,3,6,-3,28,28,0,1,0,1,4,3,1,23,29,-6,1,0,1,0,3,-3,28,30,-2,0,0,0
abs_regional_population_lga_2001_2021.429,429,5,Western Australia,54760,Kulin,910,906,-0.43956,910,0.441501104,906,-0.43956044,912,0.662251656,922,1.096491228,882,-4.338394794,865,-1.927437642,855,-1.156069364,854,-0.116959064,855,0.117096019,849,-0.701754386,831,-2.120141343,804,-3.249097473,787,-2.114427861,783,-0.508259212,776,-0.893997446,774,-0.257731959,761,-1.679586563,775,1.839684625,767,-1.032258065,-8,-1.0323,4718.921875,0.16249999,16,4,12,40,60,-20,6,5,1,13,3,10,39,53,-14,6,4,2,5,3,2,43,60,-17,6,4,2,11,5,6,48,44,4,7,3,4,12,3,9,43,60,-17,2,2,0
abs_regional_population_lga_2001_2021.432,432,5,Western Australia,54970,Laverton,1207,1117,-7.45650,1033,-7.520143241,953,-7.744433688,869,-8.814270724,783,-9.896432681,848,8.301404853,977,15.21226415,1072,9.723643808,1177,9.794776119,1288,9.43075616,1410,9.472049689,1428,1.276595745,1367,-4.271708683,1299,-4.974396489,1222,-5.927636644,1216,-0.490998363,1206,-0.822368421,1197,-0.746268657,1215,1.503759398,1236,1.728395062,21,1.72839999,179993.9688,0.0069,12,8,4,65,76,-11,7,6,1,8,5,3,65,80,-15,7,5,2,7,5,2,69,83,-14,7,4,3,9,3,6,83,75,8,7,3,4,10,6,4,105,87,18,2,3,-1
abs_regional_population_lga_2001_2021.470,470,5,Western Australia,57840,South Perth,37606,38357,1.99702,38944,1.530359517,39481,1.37890304,40025,1.377877967,40517,1.22923173,41233,1.767159464,42135,2.18756821,42925,1.874925834,42987,0.144437973,43618,1.46788564,44099,1.102755743,44348,0.564638654,44251,-0.218724632,44096,-0.35027457,43879,-0.492108128,43649,-0.524168737,43523,-0.288666407,43823,0.68929072,44111,0.657189147,43665,-1.01108567,-446,-1.01110005,19.81139946,2204.033936,508,342,166,3561,4267,-706,1471,1161,310,442,350,92,3784,4289,-505,1335,1048,287,400,354,46,4068,4248,-180,1453,1019,434,373,374,-1,3697,4024,-327,1524,908,616,426,375,51,3890,4091,-201,378,674,-296
abs_regional_population_lga_2001_2021.471,471,5,Western Australia,57910,Stirling,176209,177345,0.64469,178865,0.85708647,180470,0.897324798,181976,0.834487726,183957,1.088605091,189261,2.883282506,194607,2.824670693,200137,2.841624402,203918,1.889205894,209043,2.513265136,214240,2.486091378,218043,1.775112024,219372,0.609512803,220152,0.355560418,220073,-0.035884298,219842,-0.104965171,220135,0.133277536,221238,0.50105617,223810,1.162548929,223260,-0.245744158,-550,-0.2457,104.7273026,2131.82251,3095,1386,1709,14614,17936,-3322,5584,4202,1382,3082,1346,1736,15723,18539,-2816,5071,3698,1373,2947,1451,1496,16326,18721,-2395,5513,3511,2002,3171,1439,1732,14850,16893,-2043,5776,2893,2883,2950,1422,1528,15340,16757,-1417,1427,2088,-661
abs_regional_population_lga_2001_2021.531,531,7,Northern Territory,70700,Coomalie,1125,1140,1.33333,1157,1.49122807,1177,1.72860847,1206,2.463891249,1234,2.32172471,1240,0.486223663,1248,0.64516129,1262,1.121794872,1274,0.950871632,1275,0.078492936,1326,4,1369,3.242835596,1374,0.365230095,1396,1.601164483,1412,1.146131805,1407,-0.354107649,1390,-1.208244492,1370,-1.438848921,1356,-1.02189781,1355,-0.073746313,-1,-0.0737,2056.054688,0.65899998,18,8,10,114,137,-23,26,18,8,13,7,6,99,124,-25,18,16,2,24,5,19,95,137,-42,20,17,3,22,5,17,88,120,-32,15,14,1,14,18,-4,109,105,4,5,6,-1
abs_regional_population_lga_2001_2021.433,433,5,Western Australia,55040,Leonora,2007,1914,-4.63378,1855,-3.082549634,1722,-7.169811321,1599,-7.142857143,1501,-6.128830519,1723,14.79013991,1892,9.808473593,2136,12.89640592,2452,14.79400749,2628,7.177814029,2566,-2.359208524,2419,-5.728760717,2122,-12.27780074,1812,-14.60885957,1491,-17.71523179,1508,1.14017438,1529,1.392572944,1526,-0.196206671,1548,1.441677588,1572,1.550387597,24,1.55040002,31915.05664,0.0493,24,6,18,162,165,-3,8,6,2,26,7,19,189,190,-1,8,5,3,13,9,4,185,195,-10,8,5,3,16,0,16,166,165,1,9,4,5,17,0,17,165,157,8,2,3,-1
abs_regional_population_lga_2001_2021.434,434,5,Western Australia,55110,Mandurah,48996,49601,1.23479,51860,4.554343662,54581,5.246818357,56719,3.917114014,58811,3.688358398,61355,4.325721379,64940,5.843044577,68218,5.047736372,69969,2.566771233,73440,4.96076834,76562,4.251089325,79292,3.565737572,80927,2.061998688,82202,1.575493964,83322,1.362497263,84196,1.048942656,85281,1.288659794,86502,1.431737433,88098,1.845044045,89448,1.53238439,1350,1.53240001,174.8968048,511.4330139,997,735,262,5876,5502,374,880,642,238,1011,752,259,6298,5711,587,800,561,239,969,812,157,6665,5944,721,870,527,343,915,742,173,6313,5385,928,915,420,495,978,823,155,6614,5348,1266,226,297,-71
abs_regional_population_lga_2001_2021.435,435,5,Western Australia,55180,Manjimup,10351,10237,-1.10134,10074,-1.592263358,9953,-1.201111773,9879,-0.743494424,9718,-1.629719607,9625,-0.956987034,9606,-0.197402597,9623,0.176972725,9564,-0.613114413,9463,-1.056043496,9480,0.179647046,9482,0.021097046,9448,-0.35857414,9402,-0.486875529,9341,-0.648798128,9255,-0.920672305,9159,-1.037277147,9112,-0.513156458,9119,0.076821773,9089,-0.328983441,-30,-0.329,7029.607422,1.29299998,109,84,25,438,564,-126,56,41,15,101,74,27,458,598,-140,52,35,17,85,87,-2,527,595,-68,56,33,23,83,82,1,465,490,-25,58,27,31,83,75,8,504,537,-33,14,19,-5
abs_regional_population_lga_2001_2021.436,436,5,Western Australia,55250,Meekatharra,1458,1413,-3.08642,1374,-2.760084926,1354,-1.455604076,1285,-5.096011817,1225,-4.6692607,1242,1.387755102,1270,2.254428341,1321,4.015748031,1359,2.87660863,1424,4.782928624,1437,0.912921348,1426,-0.765483646,1335,-6.381486676,1224,-8.314606742,1110,-9.31372549,1058,-4.684684685,1008,-4.725897921,984,-2.380952381,969,-1.524390244,980,1.135190918,11,1.13520002,100188.5469,0.0098,14,7,7,110,171,-61,6,4,2,14,5,9,112,173,-61,6,4,2,21,6,15,111,153,-42,7,4,3,13,6,7,119,146,-27,8,3,5,17,3,14,116,119,-3,2,2,0
